,Puts,Bid,Ask,Vol,Expiration,Strike,Put IV
210,16 Nov 189.00 (SPY1609W189),0.02,0.03,26,15,189.0,0.251511017784
214,16 Nov 189.00 (SPY1609W189-A),0.01,0.05,15,15,189.0,0.257111375813
216,16 Nov 189.00 (SPY1609W189-E),0.01,0.04,11,15,189.0,0.251511017784
225,16 Nov 190.00 (SPY1609W190),0.02,0.04,1907,15,190.0,0.247426672135
227,16 Nov 190.00 (SPY1609W190-4),0.02,0.04,327,15,190.0,0.247426672135
228,16 Nov 190.00 (SPY1609W190-8),0.02,0.04,41,15,190.0,0.247426672135
229,16 Nov 190.00 (SPY1609W190-A),0.02,0.04,403,15,190.0,0.247426672135
231,16 Nov 190.00 (SPY1609W190-E),0.01,0.04,50,15,190.0,0.241998359128
232,16 Nov 190.00 (SPY1609W190-I),0.02,0.04,5,15,190.0,0.247426672135
233,16 Nov 190.00 (SPY1609W190-J),0.01,0.04,5,15,190.0,0.241998359128
235,16 Nov 190.00 (SPY1609W190-O),0.02,0.04,747,15,190.0,0.247426672135
236,16 Nov 190.00 (SPY1609W190-P),0.02,0.05,17,15,190.0,0.252257283397
237,16 Nov 190.00 (SPY1609W190-S),0.02,0.04,100,15,190.0,0.247426672135
238,16 Nov 190.00 (SPY1609W190-X),0.02,0.04,11,15,190.0,0.247426672135
239,16 Nov 190.00 (SPY1609W190-Y),0.02,0.04,201,15,190.0,0.247426672135
240,16 Nov 191.00 (SPY1609W191),0.03,0.05,1402,15,191.0,0.246674522485
241,16 Nov 191.00 (SPY1609W191-3),0.02,0.05,175,15,191.0,0.242434793296
242,16 Nov 191.00 (SPY1609W191-4),0.02,0.05,188,15,191.0,0.242434793296
243,16 Nov 191.00 (SPY1609W191-8),0.02,0.05,163,15,191.0,0.242434793296
247,16 Nov 191.00 (SPY1609W191-I),0.03,0.04,239,15,191.0,0.242434793296
250,16 Nov 191.00 (SPY1609W191-O),0.03,0.05,230,15,191.0,0.246674522485
252,16 Nov 191.00 (SPY1609W191-S),0.03,0.05,203,15,191.0,0.246674522485
254,16 Nov 191.00 (SPY1609W191-Y),0.03,0.05,203,15,191.0,0.246674522485
255,16 Nov 191.50 (SPY1609W191.5),0.03,0.05,411,15,191.5,0.241699203582
258,16 Nov 191.50 (SPY1609W191.5-8),0.03,0.05,80,15,191.5,0.241699203582
261,16 Nov 191.50 (SPY1609W191.5-E),0.02,0.05,10,15,191.5,0.237527985174
262,16 Nov 191.50 (SPY1609W191.5-I),0.03,0.05,318,15,191.5,0.241699203582
270,16 Nov 192.00 (SPY1609W192),0.04,0.05,189,15,192.0,0.240494665527
272,16 Nov 192.00 (SPY1609W192-4),0.03,0.06,11,15,192.0,0.240494665527
273,16 Nov 192.00 (SPY1609W192-8),0.03,0.05,106,15,192.0,0.236726272754
275,16 Nov 192.00 (SPY1609W192-B),0.03,0.08,10,15,192.0,0.247262739763
276,16 Nov 192.00 (SPY1609W192-E),0.03,0.06,55,15,192.0,0.240494665527
277,16 Nov 192.00 (SPY1609W192-I),0.04,0.05,5,15,192.0,0.240494665527
285,16 Nov 192.50 (SPY1609W192.5),0.04,0.06,197,15,192.5,0.238900239072
287,16 Nov 192.50 (SPY1609W192.5-4),0.04,0.06,22,15,192.5,0.238900239072
288,16 Nov 192.50 (SPY1609W192.5-8),0.04,0.06,75,15,192.5,0.238900239072
291,16 Nov 192.50 (SPY1609W192.5-E),0.03,0.06,100,15,192.5,0.235461094858
300,16 Nov 193.00 (SPY1609W193),0.05,0.06,1719,15,193.0,0.236974198404
301,16 Nov 193.00 (SPY1609W193-3),0.04,0.07,12,15,193.0,0.236974198404
302,16 Nov 193.00 (SPY1609W193-4),0.04,0.07,23,15,193.0,0.236974198404
303,16 Nov 193.00 (SPY1609W193-8),0.04,0.08,74,15,193.0,0.239954089583
306,16 Nov 193.00 (SPY1609W193-E),0.04,0.07,109,15,193.0,0.236974198404
307,16 Nov 193.00 (SPY1609W193-I),0.05,0.06,817,15,193.0,0.236974198404
310,16 Nov 193.00 (SPY1609W193-O),0.05,0.06,500,15,193.0,0.236974198404
314,16 Nov 193.00 (SPY1609W193-Y),0.05,0.06,183,15,193.0,0.236974198404
315,16 Nov 193.50 (SPY1609W193.5),0.05,0.07,203,15,193.5,0.23476085397
318,16 Nov 193.50 (SPY1609W193.5-8),0.05,0.07,75,15,193.5,0.23476085397
320,16 Nov 193.50 (SPY1609W193.5-B),0.04,0.11,10,15,193.5,0.242695989226
321,16 Nov 193.50 (SPY1609W193.5-E),0.05,0.07,99,15,193.5,0.23476085397
325,16 Nov 193.50 (SPY1609W193.5-O),0.05,0.07,4,15,193.5,0.23476085397
328,16 Nov 193.50 (SPY1609W193.5-X),0.05,0.07,15,15,193.5,0.23476085397
330,16 Nov 194.00 (SPY1609W194),0.06,0.08,315,15,194.0,0.234889377863
332,16 Nov 194.00 (SPY1609W194-4),0.05,0.08,35,15,194.0,0.232294748365
333,16 Nov 194.00 (SPY1609W194-8),0.05,0.08,100,15,194.0,0.232294748365
335,16 Nov 194.00 (SPY1609W194-B),0.05,0.12,29,15,194.0,0.24202618229
338,16 Nov 194.00 (SPY1609W194-J),0.05,0.08,71,15,194.0,0.232294748365
340,16 Nov 194.00 (SPY1609W194-O),0.06,0.08,59,15,194.0,0.234889377863
342,16 Nov 194.00 (SPY1609W194-S),0.06,0.08,10,15,194.0,0.234889377863
343,16 Nov 194.00 (SPY1609W194-X),0.06,0.08,10,15,194.0,0.234889377863
345,16 Nov 194.50 (SPY1609W194.5),0.07,0.09,122,15,194.5,0.234373384019
348,16 Nov 194.50 (SPY1609W194.5-8),0.06,0.09,75,15,194.5,0.232038910619
351,16 Nov 194.50 (SPY1609W194.5-E),0.06,0.09,25,15,194.5,0.232038910619
355,16 Nov 194.50 (SPY1609W194.5-O),0.07,0.09,20,15,194.5,0.234373384019
360,16 Nov 195.00 (SPY1609W195),0.08,0.09,1182,15,195.0,0.231207357691
362,16 Nov 195.00 (SPY1609W195-4),0.07,0.10,139,15,195.0,0.231207357691
363,16 Nov 195.00 (SPY1609W195-8),0.07,0.09,55,15,195.0,0.229002415472
365,16 Nov 195.00 (SPY1609W195-B),0.06,0.13,20,15,195.0,0.235385560912
366,16 Nov 195.00 (SPY1609W195-E),0.07,0.10,146,15,195.0,0.231207357691
367,16 Nov 195.00 (SPY1609W195-I),0.07,0.09,233,15,195.0,0.229002415472
368,16 Nov 195.00 (SPY1609W195-J),0.06,0.13,24,15,195.0,0.235385560912
370,16 Nov 195.00 (SPY1609W195-O),0.08,0.09,27,15,195.0,0.231207357691
371,16 Nov 195.00 (SPY1609W195-P),0.07,0.09,11,15,195.0,0.229002415472
373,16 Nov 195.00 (SPY1609W195-X),0.07,0.10,314,15,195.0,0.231207357691
374,16 Nov 195.00 (SPY1609W195-Y),0.07,0.09,211,15,195.0,0.229002415472
375,16 Nov 195.50 (SPY1609W195.5),0.09,0.10,347,15,195.5,0.229899570128
377,16 Nov 195.50 (SPY1609W195.5-4),0.07,0.10,30,15,195.5,0.225795260397
378,16 Nov 195.50 (SPY1609W195.5-8),0.08,0.10,50,15,195.5,0.227882787837
381,16 Nov 195.50 (SPY1609W195.5-E),0.07,0.10,40,15,195.5,0.225795260397
382,16 Nov 195.50 (SPY1609W195.5-I),0.08,0.10,204,15,195.5,0.227882787837
386,16 Nov 195.50 (SPY1609W195.5-P),0.08,0.10,10,15,195.5,0.227882787837
388,16 Nov 195.50 (SPY1609W195.5-X),0.08,0.10,10,15,195.5,0.227882787837
390,16 Nov 196.00 (SPY1609W196),0.10,0.11,301,15,196.0,0.228187652255
392,16 Nov 196.00 (SPY1609W196-4),0.08,0.11,64,15,196.0,0.224410734873
393,16 Nov 196.00 (SPY1609W196-8),0.09,0.11,51,15,196.0,0.226328065451
394,16 Nov 196.00 (SPY1609W196-A),0.07,0.11,38,15,196.0,0.222430316226
395,16 Nov 196.00 (SPY1609W196-B),0.09,0.15,23,15,196.0,0.23346377892
396,16 Nov 196.00 (SPY1609W196-E),0.08,0.11,69,15,196.0,0.224410734873
397,16 Nov 196.00 (SPY1609W196-I),0.09,0.11,19,15,196.0,0.226328065451
401,16 Nov 196.00 (SPY1609W196-P),0.09,0.11,18,15,196.0,0.226328065451
402,16 Nov 196.00 (SPY1609W196-S),0.09,0.11,19,15,196.0,0.226328065451
405,16 Nov 196.50 (SPY1609W196.5),0.10,0.12,37,15,196.5,0.22439993886
406,16 Nov 196.50 (SPY1609W196.5-3),0.09,0.12,10,15,196.5,0.222626243602
408,16 Nov 196.50 (SPY1609W196.5-8),0.10,0.12,10,15,196.5,0.22439993886
413,16 Nov 196.50 (SPY1609W196.5-J),0.09,0.12,10,15,196.5,0.222626243602
415,16 Nov 196.50 (SPY1609W196.5-O),0.10,0.12,5,15,196.5,0.22439993886
420,16 Nov 197.00 (SPY1609W197),0.11,0.13,847,15,197.0,0.22214533085
421,16 Nov 197.00 (SPY1609W197-3),0.10,0.13,10,15,197.0,0.220494953301
422,16 Nov 197.00 (SPY1609W197-4),0.11,0.13,60,15,197.0,0.22214533085
423,16 Nov 197.00 (SPY1609W197-8),0.11,0.13,188,15,197.0,0.22214533085
424,16 Nov 197.00 (SPY1609W197-A),0.10,0.13,150,15,197.0,0.220494953301
425,16 Nov 197.00 (SPY1609W197-B),0.11,0.17,76,15,197.0,0.228368966842
426,16 Nov 197.00 (SPY1609W197-E),0.10,0.13,11,15,197.0,0.220494953301
427,16 Nov 197.00 (SPY1609W197-I),0.11,0.13,107,15,197.0,0.22214533085
430,16 Nov 197.00 (SPY1609W197-O),0.11,0.13,64,15,197.0,0.22214533085
431,16 Nov 197.00 (SPY1609W197-P),0.11,0.13,35,15,197.0,0.22214533085
432,16 Nov 197.00 (SPY1609W197-S),0.11,0.13,79,15,197.0,0.22214533085
433,16 Nov 197.00 (SPY1609W197-X),0.11,0.13,67,15,197.0,0.22214533085
435,16 Nov 197.50 (SPY1609W197.5),0.12,0.14,285,15,197.5,0.219600791395
437,16 Nov 197.50 (SPY1609W197.5-4),0.12,0.15,44,15,197.5,0.221109364187
438,16 Nov 197.50 (SPY1609W197.5-8),0.12,0.15,50,15,197.5,0.221109364187
442,16 Nov 197.50 (SPY1609W197.5-I),0.12,0.14,4,15,197.5,0.219600791395
445,16 Nov 197.50 (SPY1609W197.5-O),0.12,0.14,16,15,197.5,0.219600791395
447,16 Nov 197.50 (SPY1609W197.5-S),0.12,0.14,8,15,197.5,0.219600791395
448,16 Nov 197.50 (SPY1609W197.5-X),0.12,0.14,106,15,197.5,0.219600791395
449,16 Nov 197.50 (SPY1609W197.5-Y),0.12,0.14,54,15,197.5,0.219600791395
450,16 Nov 198.00 (SPY1609W198),0.13,0.15,422,15,198.0,0.216795334881
453,16 Nov 198.00 (SPY1609W198-8),0.13,0.16,202,15,198.0,0.218214051099
456,16 Nov 198.00 (SPY1609W198-E),0.13,0.16,136,15,198.0,0.218214051099
457,16 Nov 198.00 (SPY1609W198-I),0.13,0.15,27,15,198.0,0.216795334881
460,16 Nov 198.00 (SPY1609W198-O),0.13,0.15,14,15,198.0,0.216795334881
462,16 Nov 198.00 (SPY1609W198-S),0.13,0.16,11,15,198.0,0.218214051099
463,16 Nov 198.00 (SPY1609W198-X),0.13,0.16,30,15,198.0,0.218214051099
465,16 Nov 198.50 (SPY1609W198.5),0.14,0.17,3905,15,198.5,0.215090680713
468,16 Nov 198.50 (SPY1609W198.5-8),0.14,0.17,3750,15,198.5,0.215090680713
471,16 Nov 198.50 (SPY1609W198.5-E),0.14,0.17,10,15,198.5,0.215090680713
472,16 Nov 198.50 (SPY1609W198.5-I),0.14,0.17,46,15,198.5,0.215090680713
473,16 Nov 198.50 (SPY1609W198.5-J),0.14,0.17,11,15,198.5,0.215090680713
475,16 Nov 198.50 (SPY1609W198.5-O),0.14,0.17,37,15,198.5,0.215090680713
477,16 Nov 198.50 (SPY1609W198.5-S),0.14,0.17,31,15,198.5,0.215090680713
478,16 Nov 198.50 (SPY1609W198.5-X),0.14,0.17,20,15,198.5,0.215090680713
480,16 Nov 199.00 (SPY1609W199),0.16,0.18,1014,15,199.0,0.213001245231
482,16 Nov 199.00 (SPY1609W199-4),0.15,0.18,479,15,199.0,0.211756712111
483,16 Nov 199.00 (SPY1609W199-8),0.16,0.18,75,15,199.0,0.213001245231
484,16 Nov 199.00 (SPY1609W199-A),0.14,0.18,151,15,199.0,0.210490875316
485,16 Nov 199.00 (SPY1609W199-B),0.16,0.23,10,15,199.0,0.218938723513
486,16 Nov 199.00 (SPY1609W199-E),0.15,0.18,33,15,199.0,0.211756712111
487,16 Nov 199.00 (SPY1609W199-I),0.16,0.18,68,15,199.0,0.213001245231
488,16 Nov 199.00 (SPY1609W199-J),0.15,0.18,5,15,199.0,0.211756712111
490,16 Nov 199.00 (SPY1609W199-O),0.16,0.18,53,15,199.0,0.213001245231
491,16 Nov 199.00 (SPY1609W199-P),0.15,0.19,110,15,199.0,0.213001245231
493,16 Nov 199.00 (SPY1609W199-X),0.15,0.18,30,15,199.0,0.211756712111
495,16 Nov 199.50 (SPY1609W199.5),0.17,0.19,2041,15,199.5,0.209407733449
497,16 Nov 199.50 (SPY1609W199.5-4),0.17,0.20,547,15,199.5,0.210570991634
498,16 Nov 199.50 (SPY1609W199.5-8),0.17,0.20,129,15,199.5,0.210570991634
499,16 Nov 199.50 (SPY1609W199.5-A),0.17,0.20,20,15,199.5,0.210570991634
500,16 Nov 199.50 (SPY1609W199.5-B),0.17,0.24,60,15,199.5,0.215060453224
501,16 Nov 199.50 (SPY1609W199.5-E),0.17,0.20,247,15,199.5,0.210570991634
504,16 Nov 199.50 (SPY1609W199.5-K),0.0,0.20,30,15,199.5,0.187519870061
506,16 Nov 199.50 (SPY1609W199.5-P),0.17,0.20,350,15,199.5,0.210570991634
507,16 Nov 199.50 (SPY1609W199.5-S),0.17,0.20,14,15,199.5,0.210570991634
508,16 Nov 199.50 (SPY1609W199.5-X),0.17,0.20,642,15,199.5,0.210570991634
510,16 Nov 200.00 (SPY1609W200),0.20,0.21,39450,15,200.0,0.208911614411
511,16 Nov 200.00 (SPY1609W200-3),0.19,0.21,436,15,200.0,0.207834292823
512,16 Nov 200.00 (SPY1609W200-4),0.18,0.21,671,15,200.0,0.206742388618
513,16 Nov 200.00 (SPY1609W200-8),0.18,0.21,1190,15,200.0,0.206742388618
514,16 Nov 200.00 (SPY1609W200-A),0.18,0.21,260,15,200.0,0.206742388618
515,16 Nov 200.00 (SPY1609W200-B),0.18,0.27,448,15,200.0,0.213086520999
516,16 Nov 200.00 (SPY1609W200-E),0.18,0.21,23503,15,200.0,0.206742388618
517,16 Nov 200.00 (SPY1609W200-I),0.20,0.21,2026,15,200.0,0.208911614411
518,16 Nov 200.00 (SPY1609W200-J),0.18,0.21,181,15,200.0,0.206742388618
519,16 Nov 200.00 (SPY1609W200-K),0.0,0.21,10,15,200.0,0.18352891987
520,16 Nov 200.00 (SPY1609W200-O),0.19,0.21,5258,15,200.0,0.207834292823
521,16 Nov 200.00 (SPY1609W200-P),0.18,0.22,2181,15,200.0,0.207834292823
522,16 Nov 200.00 (SPY1609W200-S),0.18,0.21,352,15,200.0,0.206742388618
523,16 Nov 200.00 (SPY1609W200-X),0.18,0.21,2347,15,200.0,0.206742388618
524,16 Nov 200.00 (SPY1609W200-Y),0.18,0.21,587,15,200.0,0.206742388618
525,16 Nov 200.50 (SPY1609W200.5),0.21,0.23,926,15,200.5,0.205834447616
526,16 Nov 200.50 (SPY1609W200.5-3),0.20,0.23,30,15,200.5,0.204818449297
527,16 Nov 200.50 (SPY1609W200.5-4),0.20,0.23,27,15,200.5,0.204818449297
528,16 Nov 200.50 (SPY1609W200.5-8),0.21,0.23,347,15,200.5,0.205834447616
529,16 Nov 200.50 (SPY1609W200.5-A),0.18,0.23,183,15,200.5,0.202748277557
532,16 Nov 200.50 (SPY1609W200.5-I),0.20,0.23,17,15,200.5,0.204818449297
535,16 Nov 200.50 (SPY1609W200.5-O),0.20,0.23,4,15,200.5,0.204818449297
536,16 Nov 200.50 (SPY1609W200.5-P),0.20,0.24,5,15,200.5,0.205834447616
537,16 Nov 200.50 (SPY1609W200.5-S),0.21,0.23,150,15,200.5,0.205834447616
538,16 Nov 200.50 (SPY1609W200.5-X),0.20,0.23,162,15,200.5,0.204818449297
540,16 Nov 201.00 (SPY1609W201),0.23,0.25,1598,15,201.0,0.203456632273
542,16 Nov 201.00 (SPY1609W201-4),0.22,0.25,254,15,201.0,0.202506262884
543,16 Nov 201.00 (SPY1609W201-8),0.23,0.25,394,15,201.0,0.203456632273
545,16 Nov 201.00 (SPY1609W201-B),0.22,0.32,101,15,201.0,0.208957686836
546,16 Nov 201.00 (SPY1609W201-E),0.22,0.25,561,15,201.0,0.202506262884
547,16 Nov 201.00 (SPY1609W201-I),0.22,0.25,87,15,201.0,0.202506262884
550,16 Nov 201.00 (SPY1609W201-O),0.22,0.25,6,15,201.0,0.202506262884
551,16 Nov 201.00 (SPY1609W201-P),0.22,0.28,184,15,201.0,0.205327329178
552,16 Nov 201.00 (SPY1609W201-S),0.23,0.25,7,15,201.0,0.203456632273
553,16 Nov 201.00 (SPY1609W201-X),0.22,0.25,3,15,201.0,0.202506262884
555,16 Nov 201.50 (SPY1609W201.5),0.25,0.27,1405,15,201.5,0.200738338106
556,16 Nov 201.50 (SPY1609W201.5-3),0.24,0.27,149,15,201.5,0.199845502751
557,16 Nov 201.50 (SPY1609W201.5-4),0.23,0.27,35,15,201.5,0.198943785526
558,16 Nov 201.50 (SPY1609W201.5-8),0.25,0.27,466,15,201.5,0.200738338106
560,16 Nov 201.50 (SPY1609W201.5-B),0.25,0.34,30,15,201.5,0.206761956491
561,16 Nov 201.50 (SPY1609W201.5-E),0.24,0.27,51,15,201.5,0.199845502751
562,16 Nov 201.50 (SPY1609W201.5-I),0.25,0.27,64,15,201.5,0.200738338106
565,16 Nov 201.50 (SPY1609W201.5-O),0.25,0.27,25,15,201.5,0.200738338106
566,16 Nov 201.50 (SPY1609W201.5-P),0.24,0.30,421,15,201.5,0.202498500158
567,16 Nov 201.50 (SPY1609W201.5-S),0.25,0.27,13,15,201.5,0.200738338106
568,16 Nov 201.50 (SPY1609W201.5-X),0.24,0.27,113,15,201.5,0.199845502751
569,16 Nov 201.50 (SPY1609W201.5-Y),0.25,0.27,38,15,201.5,0.200738338106
570,16 Nov 202.00 (SPY1609W202),0.27,0.29,4822,15,202.0,0.19770902983
571,16 Nov 202.00 (SPY1609W202-3),0.27,0.29,9,15,202.0,0.19770902983
572,16 Nov 202.00 (SPY1609W202-4),0.26,0.29,332,15,202.0,0.19686722729
573,16 Nov 202.00 (SPY1609W202-8),0.27,0.30,755,15,202.0,0.198543474938
574,16 Nov 202.00 (SPY1609W202-A),0.24,0.30,143,15,202.0,0.19601783904
575,16 Nov 202.00 (SPY1609W202-B),0.26,0.38,8,15,202.0,0.204195662225
576,16 Nov 202.00 (SPY1609W202-E),0.26,0.29,2014,15,202.0,0.19686722729
577,16 Nov 202.00 (SPY1609W202-I),0.27,0.29,160,15,202.0,0.19770902983
578,16 Nov 202.00 (SPY1609W202-J),0.26,0.29,8,15,202.0,0.19686722729
580,16 Nov 202.00 (SPY1609W202-O),0.27,0.29,670,15,202.0,0.19770902983
581,16 Nov 202.00 (SPY1609W202-P),0.26,0.33,114,15,202.0,0.200191152909
582,16 Nov 202.00 (SPY1609W202-S),0.27,0.29,20,15,202.0,0.19770902983
583,16 Nov 202.00 (SPY1609W202-X),0.26,0.29,565,15,202.0,0.19686722729
584,16 Nov 202.00 (SPY1609W202-Y),0.27,0.29,24,15,202.0,0.19770902983
585,16 Nov 202.50 (SPY1609W202.5),0.30,0.31,5993,15,202.5,0.195181827398
586,16 Nov 202.50 (SPY1609W202.5-3),0.30,0.33,254,15,202.5,0.196742942213
587,16 Nov 202.50 (SPY1609W202.5-4),0.28,0.33,345,15,202.5,0.195181827398
588,16 Nov 202.50 (SPY1609W202.5-8),0.30,0.34,782,15,202.5,0.197514654967
589,16 Nov 202.50 (SPY1609W202.5-A),0.29,0.34,192,15,202.5,0.196742942213
590,16 Nov 202.50 (SPY1609W202.5-B),0.14,0.58,56,15,202.5,0.203495230503
591,16 Nov 202.50 (SPY1609W202.5-E),0.29,0.33,447,15,202.5,0.195965386563
592,16 Nov 202.50 (SPY1609W202.5-I),0.30,0.32,644,15,202.5,0.195965386563
593,16 Nov 202.50 (SPY1609W202.5-J),0.02,2.19,197,15,202.5,0.286497243161
594,16 Nov 202.50 (SPY1609W202.5-K),0.0,0.32,515,15,202.5,0.168727749541
595,16 Nov 202.50 (SPY1609W202.5-O),0.30,0.32,217,15,202.5,0.195965386563
596,16 Nov 202.50 (SPY1609W202.5-P),0.28,0.31,66,15,202.5,0.193596019895
597,16 Nov 202.50 (SPY1609W202.5-S),0.30,0.34,782,15,202.5,0.197514654967
598,16 Nov 202.50 (SPY1609W202.5-X),0.29,0.32,817,15,202.5,0.195181827398
599,16 Nov 202.50 (SPY1609W202.5-Y),0.30,0.32,679,15,202.5,0.195965386563
600,16 Nov 203.00 (SPY1609W203),0.33,0.35,9475,15,203.0,0.193771483626
601,16 Nov 203.00 (SPY1609W203-3),0.32,0.35,246,15,203.0,0.193037941244
602,16 Nov 203.00 (SPY1609W203-4),0.31,0.35,377,15,203.0,0.192299301175
603,16 Nov 203.00 (SPY1609W203-8),0.33,0.35,500,15,203.0,0.193771483626
604,16 Nov 203.00 (SPY1609W203-A),0.30,0.35,481,15,203.0,0.191555431832
605,16 Nov 203.00 (SPY1609W203-B),0.17,0.45,45,15,203.0,0.189291048098
606,16 Nov 203.00 (SPY1609W203-E),0.32,0.35,2942,15,203.0,0.193037941244
607,16 Nov 203.00 (SPY1609W203-I),0.32,0.35,1347,15,203.0,0.193037941244
608,16 Nov 203.00 (SPY1609W203-J),0.31,0.35,108,15,203.0,0.192299301175
610,16 Nov 203.00 (SPY1609W203-O),0.32,0.35,321,15,203.0,0.193037941244
611,16 Nov 203.00 (SPY1609W203-P),0.32,0.39,184,15,203.0,0.195942764358
612,16 Nov 203.00 (SPY1609W203-S),0.33,0.35,97,15,203.0,0.193771483626
613,16 Nov 203.00 (SPY1609W203-X),0.31,0.35,1487,15,203.0,0.192299301175
614,16 Nov 203.00 (SPY1609W203-Y),0.33,0.35,1340,15,203.0,0.193771483626
615,16 Nov 203.50 (SPY1609W203.5),0.35,0.38,484,15,203.5,0.190481833342
617,16 Nov 203.50 (SPY1609W203.5-4),0.34,0.39,40,15,203.5,0.190481833342
618,16 Nov 203.50 (SPY1609W203.5-8),0.35,0.40,118,15,203.5,0.191857518505
619,16 Nov 203.50 (SPY1609W203.5-A),0.35,0.41,3,15,203.5,0.192539206807
620,16 Nov 203.50 (SPY1609W203.5-B),0.35,0.49,7,15,203.5,0.197856360176
621,16 Nov 203.50 (SPY1609W203.5-E),0.35,0.39,64,15,203.5,0.19117175859
622,16 Nov 203.50 (SPY1609W203.5-I),0.35,0.38,20,15,203.5,0.190481833342
625,16 Nov 203.50 (SPY1609W203.5-O),0.35,0.38,65,15,203.5,0.190481833342
627,16 Nov 203.50 (SPY1609W203.5-S),0.35,0.38,28,15,203.5,0.190481833342
628,16 Nov 203.50 (SPY1609W203.5-X),0.35,0.38,105,15,203.5,0.190481833342
629,16 Nov 203.50 (SPY1609W203.5-Y),0.35,0.38,34,15,203.5,0.190481833342
630,16 Nov 204.00 (SPY1609W204),0.40,0.41,4762,15,204.0,0.188848253514
631,16 Nov 204.00 (SPY1609W204-3),0.39,0.42,225,15,204.0,0.188848253514
632,16 Nov 204.00 (SPY1609W204-4),0.37,0.43,51,15,204.0,0.188200381577
633,16 Nov 204.00 (SPY1609W204-8),0.40,0.42,1389,15,204.0,0.189492675603
635,16 Nov 204.00 (SPY1609W204-B),0.0,3.12,60,15,204.0,0.29973869797
636,16 Nov 204.00 (SPY1609W204-E),0.38,0.42,1345,15,204.0,0.188200381577
637,16 Nov 204.00 (SPY1609W204-I),0.40,0.42,1032,15,204.0,0.189492675603
638,16 Nov 204.00 (SPY1609W204-J),0.38,0.54,4,15,204.0,0.195761732411
640,16 Nov 204.00 (SPY1609W204-O),0.38,0.42,49,15,204.0,0.188200381577
641,16 Nov 204.00 (SPY1609W204-P),0.38,0.47,471,15,204.0,0.191405942225
642,16 Nov 204.00 (SPY1609W204-S),0.38,0.42,20,15,204.0,0.188200381577
