,Calls,Bid,Ask,Vol,Expiration,Strike,Call IV
280,16 Nov 107.00 (AAPL1611K107-O),3.50,3.60,10,16,107.0,0.186438202503
283,16 Nov 107.00 (AAPL1611K107-X),3.50,3.60,10,16,107.0,0.186438202503
284,16 Nov 107.00 (AAPL1611K107-Y),3.50,3.60,7,16,107.0,0.186438202503
285,16 Nov 108.00 (AAPL1611K108),2.73,2.76,1501,16,108.0,0.174776990392
286,16 Nov 108.00 (AAPL1611K108-3),2.73,2.76,14,16,108.0,0.174776990392
287,16 Nov 108.00 (AAPL1611K108-4),2.70,2.76,256,16,108.0,0.172918079492
288,16 Nov 108.00 (AAPL1611K108-8),2.70,2.78,60,16,108.0,0.174157880691
289,16 Nov 108.00 (AAPL1611K108-A),2.70,2.74,63,16,108.0,0.171676124896
290,16 Nov 108.00 (AAPL1611K108-B),2.70,2.77,13,16,108.0,0.173538245912
291,16 Nov 108.00 (AAPL1611K108-E),2.72,2.78,91,16,108.0,0.175395581459
292,16 Nov 108.00 (AAPL1611K108-I),2.73,2.76,132,16,108.0,0.174776990392
293,16 Nov 108.00 (AAPL1611K108-J),2.70,3.20,13,16,108.0,0.199776146062
294,16 Nov 108.00 (AAPL1611K108-K),2.70,2.90,200,16,108.0,0.18155430799
295,16 Nov 108.00 (AAPL1611K108-O),2.73,2.76,103,16,108.0,0.174776990392
296,16 Nov 108.00 (AAPL1611K108-P),2.73,2.76,38,16,108.0,0.174776990392
297,16 Nov 108.00 (AAPL1611K108-S),2.72,2.81,12,16,108.0,0.177248305644
298,16 Nov 108.00 (AAPL1611K108-X),2.72,2.78,498,16,108.0,0.175395581459
299,16 Nov 108.00 (AAPL1611K108-Y),2.70,2.85,8,16,108.0,0.178480975152
300,16 Nov 109.00 (AAPL1611K109),2.01,2.03,3607,16,109.0,0.164450686353
301,16 Nov 109.00 (AAPL1611K109-3),2.01,2.03,18,16,109.0,0.164450686353
302,16 Nov 109.00 (AAPL1611K109-4),2.00,2.05,145,16,109.0,0.165015108141
303,16 Nov 109.00 (AAPL1611K109-8),1.99,2.08,280,16,109.0,0.166143596053
304,16 Nov 109.00 (AAPL1611K109-A),2.00,2.04,72,16,109.0,0.164450686353
305,16 Nov 109.00 (AAPL1611K109-B),1.99,2.05,128,16,109.0,0.164450686353
306,16 Nov 109.00 (AAPL1611K109-E),2.00,2.05,541,16,109.0,0.165015108141
307,16 Nov 109.00 (AAPL1611K109-I),2.00,2.02,1576,16,109.0,0.163321480674
308,16 Nov 109.00 (AAPL1611K109-J),1.98,2.39,10,16,109.0,0.183020035709
310,16 Nov 109.00 (AAPL1611K109-O),2.01,2.03,359,16,109.0,0.164450686353
311,16 Nov 109.00 (AAPL1611K109-P),2.01,2.03,164,16,109.0,0.164450686353
312,16 Nov 109.00 (AAPL1611K109-S),2.01,2.07,42,16,109.0,0.166707664698
313,16 Nov 109.00 (AAPL1611K109-X),2.00,2.05,219,16,109.0,0.165015108141
314,16 Nov 109.00 (AAPL1611K109-Y),2.01,2.14,53,16,109.0,0.170652985843
315,16 Nov 110.00 (AAPL1611K110),1.38,1.39,12358,16,110.0,0.154030496014
316,16 Nov 110.00 (AAPL1611K110-3),1.34,1.41,231,16,110.0,0.152941049121
317,16 Nov 110.00 (AAPL1611K110-4),1.36,1.40,729,16,110.0,0.153485772585
318,16 Nov 110.00 (AAPL1611K110-8),1.36,1.42,948,16,110.0,0.154575219416
319,16 Nov 110.00 (AAPL1611K110-A),1.37,1.40,1002,16,110.0,0.154030496014
320,16 Nov 110.00 (AAPL1611K110-B),1.37,1.44,833,16,110.0,0.15620938953
321,16 Nov 110.00 (AAPL1611K110-E),1.36,1.40,1780,16,110.0,0.153485772585
322,16 Nov 110.00 (AAPL1611K110-I),1.38,1.39,2970,16,110.0,0.154030496014
323,16 Nov 110.00 (AAPL1611K110-J),1.36,1.75,43,16,110.0,0.172551120639
324,16 Nov 110.00 (AAPL1611K110-K),1.36,1.52,10,16,110.0,0.160022453504
325,16 Nov 110.00 (AAPL1611K110-O),1.39,1.41,951,16,110.0,0.155664666167
326,16 Nov 110.00 (AAPL1611K110-P),1.38,1.41,437,16,110.0,0.155119942798
327,16 Nov 110.00 (AAPL1611K110-S),1.36,1.42,337,16,110.0,0.154575219416
328,16 Nov 110.00 (AAPL1611K110-X),1.36,1.40,1734,16,110.0,0.153485772585
329,16 Nov 110.00 (AAPL1611K110-Y),1.31,1.49,353,16,110.0,0.155664666167
330,16 Nov 111.00 (AAPL1611K111),0.88,0.89,8125,16,111.0,0.14622364901
331,16 Nov 111.00 (AAPL1611K111-3),0.85,0.94,51,16,111.0,0.147362041202
332,16 Nov 111.00 (AAPL1611K111-4),0.86,0.90,599,16,111.0,0.145654129083
333,16 Nov 111.00 (AAPL1611K111-8),0.86,0.92,551,16,111.0,0.146792952156
334,16 Nov 111.00 (AAPL1611K111-A),0.87,0.90,720,16,111.0,0.14622364901
335,16 Nov 111.00 (AAPL1611K111-B),0.80,0.92,548,16,111.0,0.143373826255
336,16 Nov 111.00 (AAPL1611K111-E),0.88,0.90,1156,16,111.0,0.146792952156
337,16 Nov 111.00 (AAPL1611K111-I),0.88,0.89,2255,16,111.0,0.14622364901
339,16 Nov 111.00 (AAPL1611K111-K),0.83,1.01,10,16,111.0,0.15020436571
340,16 Nov 111.00 (AAPL1611K111-O),0.88,0.89,564,16,111.0,0.14622364901
341,16 Nov 111.00 (AAPL1611K111-P),0.88,0.90,544,16,111.0,0.146792952156
342,16 Nov 111.00 (AAPL1611K111-S),0.87,0.94,177,16,111.0,0.148499587502
343,16 Nov 111.00 (AAPL1611K111-X),0.86,0.90,897,16,111.0,0.145654129083
344,16 Nov 111.00 (AAPL1611K111-Y),0.82,0.95,53,16,111.0,0.14622364901
345,16 Nov 112.00 (AAPL1611K112),0.52,0.53,9036,16,112.0,0.140715694035
346,16 Nov 112.00 (AAPL1611K112-3),0.51,0.56,166,16,112.0,0.142029518348
347,16 Nov 112.00 (AAPL1611K112-4),0.51,0.53,1453,16,112.0,0.140056962653
348,16 Nov 112.00 (AAPL1611K112-8),0.50,0.56,241,16,112.0,0.141373205476
349,16 Nov 112.00 (AAPL1611K112-A),0.51,0.54,317,16,112.0,0.140715694035
350,16 Nov 112.00 (AAPL1611K112-B),0.45,0.54,682,16,112.0,0.136744217675
351,16 Nov 112.00 (AAPL1611K112-E),0.51,0.53,1480,16,112.0,0.140056962653
352,16 Nov 112.00 (AAPL1611K112-I),0.52,0.53,2686,16,112.0,0.140715694035
353,16 Nov 112.00 (AAPL1611K112-J),0.51,0.77,18,16,112.0,0.155567944481
354,16 Nov 112.00 (AAPL1611K112-K),0.51,0.60,23,16,112.0,0.144643192783
355,16 Nov 112.00 (AAPL1611K112-O),0.52,0.53,600,16,112.0,0.140715694035
356,16 Nov 112.00 (AAPL1611K112-P),0.51,0.54,363,16,112.0,0.140715694035
357,16 Nov 112.00 (AAPL1611K112-S),0.50,0.55,193,16,112.0,0.140715694035
358,16 Nov 112.00 (AAPL1611K112-X),0.51,0.54,711,16,112.0,0.140715694035
359,16 Nov 112.00 (AAPL1611K112-Y),0.52,0.58,103,16,112.0,0.143991471157
360,16 Nov 113.00 (AAPL1611K113),0.28,0.29,15881,16,113.0,0.136332311107
361,16 Nov 113.00 (AAPL1611K113-3),0.27,0.29,104,16,113.0,0.135476797614
362,16 Nov 113.00 (AAPL1611K113-4),0.25,0.29,1114,16,113.0,0.133750352418
363,16 Nov 113.00 (AAPL1611K113-8),0.24,0.29,786,16,113.0,0.132879091034
364,16 Nov 113.00 (AAPL1611K113-A),0.27,0.29,371,16,113.0,0.135476797614
365,16 Nov 113.00 (AAPL1611K113-B),0.22,0.29,710,16,113.0,0.131119602657
366,16 Nov 113.00 (AAPL1611K113-E),0.27,0.29,1812,16,113.0,0.135476797614
367,16 Nov 113.00 (AAPL1611K113-I),0.28,0.29,7652,16,113.0,0.136332311107
368,16 Nov 113.00 (AAPL1611K113-J),0.12,0.29,50,16,113.0,0.121926140869
369,16 Nov 113.00 (AAPL1611K113-K),0.20,0.41,20,16,113.0,0.139706469338
370,16 Nov 113.00 (AAPL1611K113-O),0.28,0.29,631,16,113.0,0.136332311107
371,16 Nov 113.00 (AAPL1611K113-P),0.27,0.29,865,16,113.0,0.135476797614
372,16 Nov 113.00 (AAPL1611K113-S),0.28,0.29,604,16,113.0,0.136332311107
373,16 Nov 113.00 (AAPL1611K113-X),0.24,0.29,1008,16,113.0,0.132879091034
374,16 Nov 113.00 (AAPL1611K113-Y),0.28,0.29,154,16,113.0,0.136332311107
375,16 Nov 114.00 (AAPL1611K114),0.14,0.15,5198,16,114.0,0.1339196901
376,16 Nov 114.00 (AAPL1611K114-3),0.13,0.15,57,16,114.0,0.132675910007
377,16 Nov 114.00 (AAPL1611K114-4),0.13,0.15,640,16,114.0,0.132675910007
378,16 Nov 114.00 (AAPL1611K114-8),0.09,0.15,421,16,114.0,0.127485423295
379,16 Nov 114.00 (AAPL1611K114-A),0.13,0.15,172,16,114.0,0.132675910007
380,16 Nov 114.00 (AAPL1611K114-B),0.09,0.15,322,16,114.0,0.127485423295
381,16 Nov 114.00 (AAPL1611K114-E),0.13,0.15,1111,16,114.0,0.132675910007
382,16 Nov 114.00 (AAPL1611K114-I),0.14,0.15,969,16,114.0,0.1339196901
383,16 Nov 114.00 (AAPL1611K114-J),0.06,0.15,114,16,114.0,0.123321723152
384,16 Nov 114.00 (AAPL1611K114-K),0.06,0.15,24,16,114.0,0.123321723152
385,16 Nov 114.00 (AAPL1611K114-O),0.13,0.15,147,16,114.0,0.132675910007
386,16 Nov 114.00 (AAPL1611K114-P),0.10,0.15,406,16,114.0,0.128818199695
387,16 Nov 114.00 (AAPL1611K114-S),0.14,0.15,71,16,114.0,0.1339196901
388,16 Nov 114.00 (AAPL1611K114-X),0.13,0.15,669,16,114.0,0.132675910007
389,16 Nov 114.00 (AAPL1611K114-Y),0.10,0.15,75,16,114.0,0.128818199695
390,16 Nov 115.00 (AAPL1611K115),0.06,0.08,5730,16,115.0,0.132954197016
391,16 Nov 115.00 (AAPL1611K115-3),0.06,0.08,78,16,115.0,0.132954197016
392,16 Nov 115.00 (AAPL1611K115-4),0.06,0.08,1110,16,115.0,0.132954197016
393,16 Nov 115.00 (AAPL1611K115-8),0.03,0.08,191,16,115.0,0.126666053039
394,16 Nov 115.00 (AAPL1611K115-A),0.06,0.08,627,16,115.0,0.132954197016
395,16 Nov 115.00 (AAPL1611K115-B),0.03,0.08,57,16,115.0,0.126666053039
396,16 Nov 115.00 (AAPL1611K115-E),0.06,0.08,1270,16,115.0,0.132954197016
397,16 Nov 115.00 (AAPL1611K115-I),0.06,0.08,1656,16,115.0,0.132954197016
400,16 Nov 115.00 (AAPL1611K115-O),0.06,0.08,209,16,115.0,0.132954197016
401,16 Nov 115.00 (AAPL1611K115-P),0.05,0.08,73,16,115.0,0.130948691152
402,16 Nov 115.00 (AAPL1611K115-S),0.06,0.08,140,16,115.0,0.132954197016
403,16 Nov 115.00 (AAPL1611K115-X),0.06,0.08,183,16,115.0,0.132954197016
404,16 Nov 115.00 (AAPL1611K115-Y),0.06,0.08,136,16,115.0,0.132954197016
405,16 Nov 116.00 (AAPL1611K116),0.03,0.04,3158,16,116.0,0.134703431431
406,16 Nov 116.00 (AAPL1611K116-3),0.03,0.05,14,16,116.0,0.13781054251
407,16 Nov 116.00 (AAPL1611K116-4),0.02,0.05,1319,16,116.0,0.134703431431
408,16 Nov 116.00 (AAPL1611K116-8),0.01,0.04,210,16,116.0,0.127550480022
409,16 Nov 116.00 (AAPL1611K116-A),0.02,0.05,21,16,116.0,0.134703431431
410,16 Nov 116.00 (AAPL1611K116-B),0.01,0.04,13,16,116.0,0.127550480022
411,16 Nov 116.00 (AAPL1611K116-E),0.03,0.06,957,16,116.0,0.140692573804
412,16 Nov 116.00 (AAPL1611K116-I),0.03,0.04,336,16,116.0,0.134703431431
413,16 Nov 116.00 (AAPL1611K116-J),0.02,0.05,22,16,116.0,0.134703431431
415,16 Nov 116.00 (AAPL1611K116-O),0.02,0.04,10,16,116.0,0.131312571242
416,16 Nov 116.00 (AAPL1611K116-P),0.02,0.04,113,16,116.0,0.131312571242
417,16 Nov 116.00 (AAPL1611K116-S),0.03,0.04,33,16,116.0,0.134703431431
418,16 Nov 116.00 (AAPL1611K116-X),0.02,0.05,80,16,116.0,0.134703431431
419,16 Nov 116.00 (AAPL1611K116-Y),0.03,0.04,30,16,116.0,0.134703431431
420,16 Nov 117.00 (AAPL1611K117),0.02,0.03,1411,16,117.0,0.144525036657
422,16 Nov 117.00 (AAPL1611K117-4),0.0,0.08,42,16,117.0,0.155755868861
423,16 Nov 117.00 (AAPL1611K117-8),0.01,0.04,67,16,117.0,0.144525036657
426,16 Nov 117.00 (AAPL1611K117-E),0.01,0.04,16,16,117.0,0.144525036657
427,16 Nov 117.00 (AAPL1611K117-I),0.02,0.04,535,16,117.0,0.14864925193
430,16 Nov 117.00 (AAPL1611K117-O),0.01,0.04,88,16,117.0,0.144525036657
431,16 Nov 117.00 (AAPL1611K117-P),0.0,0.04,5,16,117.0,0.139831409932
432,16 Nov 117.00 (AAPL1611K117-S),0.02,0.08,21,16,117.0,0.16184251038
433,16 Nov 117.00 (AAPL1611K117-X),0.01,0.05,168,16,117.0,0.14864925193
434,16 Nov 117.00 (AAPL1611K117-Y),0.02,0.03,469,16,117.0,0.144525036657
435,16 Nov 118.00 (AAPL1611K118),0.01,0.03,300,16,118.0,0.155980198409
437,16 Nov 118.00 (AAPL1611K118-4),0.01,0.03,10,16,118.0,0.155980198409
438,16 Nov 118.00 (AAPL1611K118-8),0.01,0.03,33,16,118.0,0.155980198409
441,16 Nov 118.00 (AAPL1611K118-E),0.01,0.03,31,16,118.0,0.155980198409
442,16 Nov 118.00 (AAPL1611K118-I),0.01,0.03,24,16,118.0,0.155980198409
445,16 Nov 118.00 (AAPL1611K118-O),0.01,0.03,189,16,118.0,0.155980198409
448,16 Nov 118.00 (AAPL1611K118-X),0.01,0.03,3,16,118.0,0.155980198409
449,16 Nov 118.00 (AAPL1611K118-Y),0.01,0.03,9,16,118.0,0.155980198409
450,16 Nov 119.00 (AAPL1611K119),0.01,0.02,805,16,119.0,0.165280390923
452,16 Nov 119.00 (AAPL1611K119-4),0.0,0.06,22,16,119.0,0.182048145822
457,16 Nov 119.00 (AAPL1611K119-I),0.01,0.02,728,16,119.0,0.165280390923
460,16 Nov 119.00 (AAPL1611K119-O),0.01,0.02,3,16,119.0,0.165280390923
463,16 Nov 119.00 (AAPL1611K119-X),0.0,0.06,44,16,119.0,0.182048145822
464,16 Nov 119.00 (AAPL1611K119-Y),0.01,0.02,5,16,119.0,0.165280390923
465,16 Nov 120.00 (AAPL1611K120),0.0,0.02,586,16,120.0,0.171519635033
467,16 Nov 120.00 (AAPL1611K120-4),0.0,0.02,3,16,120.0,0.171519635033
468,16 Nov 120.00 (AAPL1611K120-8),0.0,0.03,3,16,120.0,0.180299401014
471,16 Nov 120.00 (AAPL1611K120-E),0.0,0.03,82,16,120.0,0.180299401014
472,16 Nov 120.00 (AAPL1611K120-I),0.0,0.02,16,16,120.0,0.171519635033
475,16 Nov 120.00 (AAPL1611K120-O),0.0,0.02,144,16,120.0,0.171519635033
477,16 Nov 120.00 (AAPL1611K120-S),0.0,0.02,14,16,120.0,0.171519635033
478,16 Nov 120.00 (AAPL1611K120-X),0.0,0.04,310,16,120.0,0.187236589004
479,16 Nov 120.00 (AAPL1611K120-Y),0.0,0.02,14,16,120.0,0.171519635033
480,16 Nov 121.00 (AAPL1611K121),0.0,0.02,297,16,121.0,0.18569703926
482,16 Nov 121.00 (AAPL1611K121-4),0.0,0.05,80,16,121.0,0.208612968984
485,16 Nov 121.00 (AAPL1611K121-B),0.0,0.11,6,16,121.0,0.234797876478
486,16 Nov 121.00 (AAPL1611K121-E),0.0,0.05,96,16,121.0,0.208612968984
490,16 Nov 121.00 (AAPL1611K121-O),0.0,0.02,100,16,121.0,0.18569703926
493,16 Nov 121.00 (AAPL1611K121-X),0.0,0.05,15,16,121.0,0.208612968984
495,16 Nov 122.00 (AAPL1611K122),0.0,0.02,228,16,122.0,0.199632895306
501,16 Nov 122.00 (AAPL1611K122-E),0.0,0.02,16,16,122.0,0.199632895306
505,16 Nov 122.00 (AAPL1611K122-O),0.0,0.02,210,16,122.0,0.199632895306
510,16 Nov 123.00 (AAPL1611K123),0.0,0.01,110,16,123.0,0.198063668269
516,16 Nov 123.00 (AAPL1611K123-E),0.0,0.05,30,16,123.0,0.238838856215
522,16 Nov 123.00 (AAPL1611K123-S),0.0,0.11,30,16,123.0,0.267757016234
523,16 Nov 123.00 (AAPL1611K123-X),0.0,0.04,50,16,123.0,0.231953232287
525,16 Nov 124.00 (AAPL1611K124),0.0,0.01,83,16,124.0,0.210781742567
535,16 Nov 124.00 (AAPL1611K124-O),0.0,0.01,81,16,124.0,0.210781742567
540,16 Nov 125.00 (AAPL1611K125),0.0,0.01,106,16,125.0,0.223318895702
547,16 Nov 125.00 (AAPL1611K125-I),0.0,0.01,3,16,125.0,0.223318895702
550,16 Nov 125.00 (AAPL1611K125-O),0.0,0.01,3,16,125.0,0.223318895702
552,16 Nov 125.00 (AAPL1611K125-S),0.0,0.11,100,16,125.0,0.299570028691
555,16 Nov 126.00 (AAPL1611K126),0.0,0.01,74,16,126.0,0.235684034619
567,16 Nov 126.00 (AAPL1611K126-S),0.0,0.01,74,16,126.0,0.235684034619
825,16 Nov 90.00 (AAPL1618K90),19.95,20.15,21,16,90.0,0.504431925547
827,16 Nov 90.00 (AAPL1618K90-4),19.95,20.15,3,16,90.0,0.504431925547
828,16 Nov 90.00 (AAPL1618K90-8),19.95,20.15,10,16,90.0,0.504431925547
838,16 Nov 90.00 (AAPL1618K90-X),19.95,20.15,5,16,90.0,0.504431925547
840,16 Nov 92.50 (AAPL1618K92.5),17.50,17.65,20,16,92.5,0.460383556
843,16 Nov 92.50 (AAPL1618K92.5-8),17.55,17.70,20,16,92.5,0.487443811899
855,16 Nov 95.00 (AAPL1618K95),15.10,15.25,18,16,95.0,0.445760112715
858,16 Nov 95.00 (AAPL1618K95-8),15.05,15.20,8,16,95.0,0.424549532619
866,16 Nov 95.00 (AAPL1618K95-P),15.05,15.25,10,16,95.0,0.435486337029
900,16 Nov 97.50 (AAPL1618K97.5),12.65,12.80,8,16,97.5,0.398250605819
911,16 Nov 97.50 (AAPL1618K97.5-P),12.65,12.80,8,16,97.5,0.398250605819
945,16 Nov 100.00 (AAPL1618K100),10.15,10.30,95,16,100.0,0.331665343744
947,16 Nov 100.00 (AAPL1618K100-4),10.15,10.30,10,16,100.0,0.331665343744
948,16 Nov 100.00 (AAPL1618K100-8),10.15,10.30,4,16,100.0,0.331665343744
951,16 Nov 100.00 (AAPL1618K100-E),10.15,10.30,3,16,100.0,0.331665343744
952,16 Nov 100.00 (AAPL1618K100-I),10.20,10.30,51,16,100.0,0.338777170081
956,16 Nov 100.00 (AAPL1618K100-P),10.20,10.35,14,16,100.0,0.345631969032
958,16 Nov 100.00 (AAPL1618K100-X),10.15,10.30,8,16,100.0,0.331665343744
959,16 Nov 100.00 (AAPL1618K100-Y),10.15,10.30,3,16,100.0,0.331665343744
975,16 Nov 102.00 (AAPL1618K102),8.25,8.40,16,16,102.0,0.302167820117
981,16 Nov 102.00 (AAPL1618K102-E),8.25,8.40,16,16,102.0,0.302167820117
1020,16 Nov 105.00 (AAPL1618K105),5.55,5.65,111,16,105.0,0.261916523714
1023,16 Nov 105.00 (AAPL1618K105-8),5.55,5.60,5,16,105.0,0.257932207452
1026,16 Nov 105.00 (AAPL1618K105-E),5.55,5.65,8,16,105.0,0.261916523714
1027,16 Nov 105.00 (AAPL1618K105-I),5.55,5.65,54,16,105.0,0.261916523714
1030,16 Nov 105.00 (AAPL1618K105-O),5.55,5.65,15,16,105.0,0.261916523714
1031,16 Nov 105.00 (AAPL1618K105-P),5.55,5.65,20,16,105.0,0.261916523714
1033,16 Nov 105.00 (AAPL1618K105-X),5.55,5.60,7,16,105.0,0.257932207452
1035,16 Nov 106.00 (AAPL1618K106),4.70,4.75,36,16,106.0,0.246472071808
1041,16 Nov 106.00 (AAPL1618K106-E),4.70,4.75,5,16,106.0,0.246472071808
1042,16 Nov 106.00 (AAPL1618K106-I),4.70,4.75,18,16,106.0,0.246472071808
1047,16 Nov 106.00 (AAPL1618K106-S),4.70,4.75,3,16,106.0,0.246472071808
1048,16 Nov 106.00 (AAPL1618K106-X),4.70,4.75,10,16,106.0,0.246472071808
1050,16 Nov 107.00 (AAPL1618K107),3.90,4.00,131,16,107.0,0.239723366481
1052,16 Nov 107.00 (AAPL1618K107-4),3.90,3.95,18,16,107.0,0.236521412968
1054,16 Nov 107.00 (AAPL1618K107-A),3.85,3.95,5,16,107.0,0.233306431877
1056,16 Nov 107.00 (AAPL1618K107-E),3.90,3.95,60,16,107.0,0.236521412968
1057,16 Nov 107.00 (AAPL1618K107-I),3.90,3.95,24,16,107.0,0.236521412968
1060,16 Nov 107.00 (AAPL1618K107-O),3.90,3.95,19,16,107.0,0.236521412968
1061,16 Nov 107.00 (AAPL1618K107-P),3.90,3.95,5,16,107.0,0.236521412968
1065,16 Nov 108.00 (AAPL1618K108),3.15,3.20,228,16,108.0,0.226573485537
1068,16 Nov 108.00 (AAPL1618K108-8),3.15,3.20,70,16,108.0,0.226573485537
1069,16 Nov 108.00 (AAPL1618K108-A),3.15,3.20,5,16,108.0,0.226573485537
1070,16 Nov 108.00 (AAPL1618K108-B),3.15,3.25,3,16,108.0,0.229520421075
1071,16 Nov 108.00 (AAPL1618K108-E),3.15,3.20,9,16,108.0,0.226573485537
1072,16 Nov 108.00 (AAPL1618K108-I),3.15,3.20,109,16,108.0,0.226573485537
1076,16 Nov 108.00 (AAPL1618K108-P),3.15,3.25,11,16,108.0,0.229520421075
1077,16 Nov 108.00 (AAPL1618K108-S),3.15,3.20,5,16,108.0,0.226573485537
1078,16 Nov 108.00 (AAPL1618K108-X),3.15,3.20,16,16,108.0,0.226573485537
1080,16 Nov 109.00 (AAPL1618K109),2.51,2.52,1039,16,109.0,0.219899356898
1081,16 Nov 109.00 (AAPL1618K109-3),2.49,2.56,35,16,109.0,0.221012944795
1082,16 Nov 109.00 (AAPL1618K109-4),2.51,2.57,205,16,109.0,0.222682970002
1083,16 Nov 109.00 (AAPL1618K109-8),2.45,2.56,5,16,109.0,0.218785575259
1084,16 Nov 109.00 (AAPL1618K109-A),2.50,2.52,11,16,109.0,0.219342490489
1085,16 Nov 109.00 (AAPL1618K109-B),2.50,2.53,61,16,109.0,0.219899356898
1086,16 Nov 109.00 (AAPL1618K109-E),2.51,2.57,204,16,109.0,0.222682970002
1087,16 Nov 109.00 (AAPL1618K109-I),2.52,2.53,161,16,109.0,0.221012944795
1090,16 Nov 109.00 (AAPL1618K109-O),2.52,2.53,125,16,109.0,0.221012944795
1091,16 Nov 109.00 (AAPL1618K109-P),2.50,2.52,120,16,109.0,0.219342490489
1092,16 Nov 109.00 (AAPL1618K109-S),2.49,2.57,26,16,109.0,0.221569667041
1093,16 Nov 109.00 (AAPL1618K109-X),2.51,2.57,63,16,109.0,0.222682970002
1094,16 Nov 109.00 (AAPL1618K109-Y),2.38,2.57,23,16,109.0,0.215443036504
1095,16 Nov 110.00 (AAPL1618K110),1.90,1.91,9244,16,110.0,0.210682683231
1096,16 Nov 110.00 (AAPL1618K110-3),1.89,1.95,173,16,110.0,0.212316936356
1097,16 Nov 110.00 (AAPL1618K110-4),1.91,1.94,278,16,110.0,0.212861688371
1098,16 Nov 110.00 (AAPL1618K110-8),1.86,1.94,395,16,110.0,0.21013793315
1099,16 Nov 110.00 (AAPL1618K110-A),1.90,1.92,298,16,110.0,0.211227433789
1100,16 Nov 110.00 (AAPL1618K110-B),1.90,1.96,246,16,110.0,0.213406440878
1101,16 Nov 110.00 (AAPL1618K110-E),1.89,1.94,1185,16,110.0,0.21177218483
1102,16 Nov 110.00 (AAPL1618K110-I),1.92,1.93,3499,16,110.0,0.212861688371
1103,16 Nov 110.00 (AAPL1618K110-J),1.75,1.94,30,16,110.0,0.204145712885
1104,16 Nov 110.00 (AAPL1618K110-K),1.59,2.08,24,16,110.0,0.203056224109
1105,16 Nov 110.00 (AAPL1618K110-O),1.92,1.93,1133,16,110.0,0.212861688371
1106,16 Nov 110.00 (AAPL1618K110-P),1.90,1.92,1051,16,110.0,0.211227433789
